controller,time_bin,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility
openloop,"[0.0, 20.0)",18.768853394869836,45.75340347034256,9.940623748697005,0.6388020833333333,0.003984375,-25.51546672690018
openloop,"[20.0, 40.0)",38.13762034132429,99.22998945860364,19.00637658832072,0.31138020833333335,0.005104166666666667,-55.58709588797834
openloop,"[40.0, 60.0)",60.423261219060294,138.3526620861106,36.2624416035271,0.2803472222222222,0.0005208333333333333,-95.28396671147628
openloop,"[60.0, 80.0)",,,,,,
openloop,"[80.0, 1000000000.0)",,,,,,
pid,"[0.0, 20.0)",16.356490984760725,36.37676471376666,9.669595528437425,0.6395833333333333,0.004401041666666666,-22.828169846531484
pid,"[20.0, 40.0)",31.108483043810217,70.86281262740481,16.21196332207841,0.36549479166666665,0.0010416666666666667,-45.49297240755529
pid,"[40.0, 60.0)",46.63442722564482,111.30340393186604,26.98982676850607,0.1795138888888889,0.0001736111111111111,-72.72668454970645
pid,"[60.0, 80.0)",,,,,,
pid,"[80.0, 1000000000.0)",,,,,,
agentic,"[0.0, 20.0)",17.062952272551545,41.192305855695416,9.997987117363214,0.617109375,0.004583333333333333,-23.97539251491476
agentic,"[20.0, 40.0)",36.060590329906894,82.11748172264247,17.750359443075393,0.3061979166666667,0.004635416666666667,-52.27996018964895
agentic,"[40.0, 60.0)",51.264236394342404,105.73119012904411,26.194077783631815,0.32600694444444445,0.0002777777777777778,-75.82827945575198
agentic,"[60.0, 80.0)",,,,,,
agentic,"[80.0, 1000000000.0)",,,,,,
