controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
openloop,37.17233441835976,339.24634464029583,37.17233441835976,339.24634464029583,20.415938741695655,0.4219791666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2527989577226134,inf,0.21320075757575754,0.0,37.17233441835976,1.0,0.0,0.003446969696969697,-55.47837732672208,37.17233441835976,339.24634464029583
pid,29.978470708292566,187.21392326735003,29.978470708292566,187.21392326735003,16.77233779159832,0.41444128787878787,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.22728406889223407,inf,0.20455176767676767,0.0,29.978470708292566,1.0,0.0,0.0020265151515151516,-44.67860206049696,29.978470708292566,187.21392326735003
agentic,33.29880723571463,189.2154446470581,33.3349023300308,189.39517267006408,17.234147235695445,0.42465909090909093,0.003674242424242424,1.443908549250494,0.8322727272727273,2.3586363636363634,2.2244516419657365e-05,0.9305000000000002,0.6525,0.13636363636363635,0.23424532102111753,inf,0.2131881313131313,0.004962121212121212,33.29880723571463,1.0,0.0,0.003428030303030303,-48.40965901686462,33.29880723571463,189.2154446470581
