controller,fault_t0_s,mean_err_pre,mean_err_fault,mean_err_post,max_err_fault,recovery_time_s,connectivity_pre,connectivity_fault,connectivity_post,task_completion_pre,task_completion_fault,task_completion_post,control_effort_pre,control_effort_fault,control_effort_post,control_smoothness_pre,control_smoothness_fault,control_smoothness_post,system_utility_pre,system_utility_fault,system_utility_post
openloop,18.0,27.252702383436866,38.5927009253862,73.6287395653313,114.31896877838284,0.0,0.08958333333333333,0.08125,0.16458333333333333,0.0,0.016666666666666666,0.0,1093430366.3678882,1087681056.3177326,1086952873.2806895,10436.334612750421,12030.518880678543,8999.921225011754,-42.91080532782232,-65.66222348121785,-125.86530391211446
pid,18.0,18.498424088227075,17.076704539651402,36.05850894056662,36.132241394216926,0.0,0.09166666666666666,0.19479166666666667,0.6708333333333333,0.010416666666666666,0.0,0.0,780064235.6539695,949709713.0235659,884834961.3537712,9747.291337284121,10077.88946332336,11152.311709428073,-30.97409777199749,-27.638830445880796,-45.04292844582355
agentic,18.0,17.028471236107652,26.071596012942457,41.45377486192043,44.3482732609212,0.0,0.378125,0.008333333333333333,0.4166666666666667,0.0,0.0,0.0,916423043.7203246,944728615.9057927,876961457.8977102,9757.162775029017,12075.981866074559,10235.680823319335,-25.6124054737333,-38.618956880011865,-51.43428463289747
