controller,fault_t0_s,mean_err_pre,mean_err_fault,mean_err_post,max_err_fault,recovery_time_s,connectivity_pre,connectivity_fault,connectivity_post,task_completion_pre,task_completion_fault,task_completion_post,control_effort_pre,control_effort_fault,control_effort_post,control_smoothness_pre,control_smoothness_fault,control_smoothness_post,system_utility_pre,system_utility_fault,system_utility_post,err_fault_vs_pre_pct,err_post_vs_pre_pct,conn_fault_vs_pre_pct,conn_post_vs_pre_pct,task_fault_vs_pre_pct,task_post_vs_pre_pct,utility_fault_vs_pre_pct,utility_post_vs_pre_pct,utility_fault_delta,utility_post_delta,utility_fault_abs_degradation_pct,utility_post_abs_degradation_pct
openloop,18.0,27.252702383436866,38.5927009253862,73.6287395653313,114.31896877838284,0.0,0.08958333333333333,0.08125,0.16458333333333333,0.0,0.016666666666666666,0.0,1093430366.3678882,1087681056.3177326,1086952873.2806895,10436.334612750421,12030.518880678543,8999.921225011754,-42.91080532782232,-65.66222348121785,-125.86530391211446,41.61054702905845,170.17041660455655,-9.302325581395348,83.72093023255813,,,53.0202544081457,193.31843797978425,-22.751418153395534,-82.95449858429214,53.0202544081457,193.31843797978425
pid,18.0,18.498424088227075,17.076704539651402,36.05850894056662,36.132241394216926,0.0,0.09166666666666666,0.19479166666666667,0.6708333333333333,0.010416666666666666,0.0,0.0,780064235.6539695,949709713.0235659,884834961.3537712,9747.291337284121,10077.88946332336,11152.311709428073,-30.97409777199749,-27.638830445880796,-45.04292844582355,-7.685625228370108,94.92746392118495,112.50000000000003,631.8181818181819,-100.0,-100.0,-10.767924059218222,45.42127676288656,3.3352673261166927,-14.06883067382606,-10.767924059218222,45.42127676288656
agentic,18.0,17.028471236107652,26.071596012942457,41.45377486192043,44.3482732609212,0.0,0.378125,0.008333333333333333,0.4166666666666667,0.0,0.0,0.0,916423043.7203246,944728615.9057927,876961457.8977102,9757.162775029017,12075.981866074559,10235.680823319335,-25.6124054737333,-38.618956880011865,-51.43428463289747,53.105910985476534,143.43802968067195,-97.7961432506887,10.192837465564747,,,50.78223292856027,100.81786025777897,-13.006551406278565,-25.821879159164173,50.78223292856027,100.81786025777897
