controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
openloop,40.77646746106835,215.56023138177625,40.77646746106835,215.56023138177625,13.754433510764287,0.6328211805555556,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4308472060932854,inf,0.37641203703703696,812690442.8906999,7982.434169709089,0.0,40.77646746106835,1.0,0.0,0.002361111111111111,-51.36679506905485,40.77646746106835,215.56023138177625
pid,38.08716778546642,339.0631046893767,38.08716778546642,339.0631046893767,17.3134540125873,0.6928298611111111,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5423122521880414,inf,0.5065277777777778,710630611.3420753,7482.380257842706,0.0,38.08716778546642,1.0,0.0,0.008845486111111111,-51.93647249249817,38.08716778546642,339.0631046893767
agentic,38.10279841223627,312.3340267366178,38.112239457582895,312.5116259267919,15.816263995827018,0.6676475694444445,0.01165798611111111,1.6911206928797315,0.5325,1.47125,0.06562558979914522,0.9589583333333335,0.8658541666666666,0.11791666666666667,0.5060114029268201,inf,0.468917824074074,714775706.9367584,7700.885867342841,0.002361111111111111,38.10279841223627,1.0,0.0,0.010833333333333334,-50.58082456084106,38.10279841223627,312.3340267366178
