controller,fault_t0_s,mean_err_pre,mean_err_fault,mean_err_post,max_err_fault,recovery_time_s,connectivity_pre,connectivity_fault,connectivity_post,task_completion_pre,task_completion_fault,task_completion_post,control_effort_pre,control_effort_fault,control_effort_post,control_smoothness_pre,control_smoothness_fault,control_smoothness_post,system_utility_pre,system_utility_fault,system_utility_post
openloop,18.0,7.484350633431963,29.19745302480773,115.15644196700008,70.19180467435491,,1.0,0.5197916666666667,0.06770833333333333,0.071875,0.004166666666666667,0.0,356477056.35999995,1083427863.3412929,1104601390.4117484,0.0,11191.60815580748,12293.684698379078,-6.482072761166105,-30.34159110634313,-129.62530969825528
pid,18.0,9.23415892268455,24.864448015658702,98.03267859029474,57.14786799299594,0.0,1.0,0.4666666666666667,0.051041666666666666,0.0,0.0,0.0,356477056.35999995,925737776.9471405,1007099760.7595716,0.0,10989.558709340894,11223.987088225467,-7.394014548598089,-26.76028817785311,-114.43026109009539
agentic,18.0,8.769813426593961,26.943780394086655,104.65386538724461,65.31331510728302,0.0,1.0,0.33541666666666664,0.0375,0.0375,0.027083333333333334,0.0,356477056.35999995,952917052.8431568,975147309.6958576,0.0,11073.390505849842,11160.212720233776,-7.072919102177192,-30.465890761300468,-118.98108369338615
