controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
openloop,181.4949742110833,525.2117902571761,181.4949742110833,525.2117902571761,19.927619015461772,0.3589409722222222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.31346456053881255,inf,0.3213541666666666,891326632.8030195,7552.0687615804245,0.0,181.4949742110833,1.0,0.0,0.006857638888888889,-199.62788836543396,181.4949742110833,525.2117902571761
pid,160.17779690677844,408.5340946849184,160.17779690677844,408.5340946849184,18.965473991325023,0.34739583333333335,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.31026294370471624,inf,0.3201967592592592,823370549.2176595,7298.576861809908,0.0,160.17779690677844,1.0,0.0,0.0,-177.40629173143677,160.17779690677844,408.5340946849184
agentic,167.93789727215932,491.2112411955665,167.93335141926306,491.36856389709266,17.684503675745564,0.3355902777777778,0.008680555555555556,1.8077339915607165,0.6875,2.0625,0.012714650278618466,0.93125,0.7827083333333335,0.0,0.32721643420548646,inf,0.3131365740740741,832496375.201837,7386.8882947259835,0.0024305555555555556,167.93789727215932,1.0,0.0,0.008333333333333333,-183.94444955901596,167.93789727215932,491.2112411955665
