controller,fault_t0_s,mean_err_pre,mean_err_fault,mean_err_post,max_err_fault,recovery_time_s,connectivity_pre,connectivity_fault,connectivity_post,task_completion_pre,task_completion_fault,task_completion_post,control_effort_pre,control_effort_fault,control_effort_post,control_smoothness_pre,control_smoothness_fault,control_smoothness_post,system_utility_pre,system_utility_fault,system_utility_post
openloop,20.0,9.169151799730562,16.266004152194714,17.14191716649578,30.397165932895692,0.0,0.825,0.7,0.7,0.017395833333333333,0.0,0.001979166666666667,356477056.36,356477056.36,356477056.36,0.0,0.0,0.0,-10.897490188100864,-18.619278656417652,-19.4952039506242
pid,20.0,6.5614887255602525,14.14760537904315,15.212137367228697,25.657651452347224,13.375,1.0,0.75,0.75,0.07666666666666666,0.00010416666666666667,0.0021875,356477056.36,356477056.36,356477056.36,0.0,0.0,0.0,-4.9075300729560825,-13.743632707028015,-14.808121571769291
agentic,20.0,6.375883039788315,14.345393308745031,15.204899603547538,28.605636617509337,13.958333333333336,1.0,0.85,0.85,0.09760416666666667,0.0,0.007864583333333333,356477056.36,356477056.36,356477056.36,0.0,0.0,0.0,-4.752156882142901,-13.374308998156748,-14.291339071817001
