t,wind_phase,mean_err_m,max_err_m,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign,task_cost_mean,failed_count,alive_ratio,task_completion_proxy,system_utility,fault_comm_scale,fault_dropout_count,fault_sensor_count,agentic_active,agentic_ref_shift,supervisor_active,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold,sat_frac
0.5208333333333334,0.0,8.763863596735476,10.172713121696175,8.763863596735476,10.172713121696175,8.763863596735476,10.172713121696175,3.659070708626177,1.0,1.0,1.0,1.0,1117108422.7205126,7820.188474804524,0.0,8.763863596735476,0.0,1.0,0.0,-7.422934305361654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.5416666666666666,0.0,9.330392125073317,10.930588818853174,9.330392125073317,10.930588818853174,9.330392125073317,10.930588818853174,4.050967996227043,1.0,1.0,1.3333333333333333,0.6666666666666666,1117108422.7205126,0.0,0.0,9.330392125073317,0.0,1.0,0.0,-8.38136012130036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.5625,0.0,9.795776683424101,11.713371996847265,9.795776683424101,11.713371996847265,9.795776683424101,11.713371996847265,4.470347439738033,1.0,1.0,1.3333333333333333,0.6666666666666666,1117108422.7205126,0.0,0.0,9.795776683424101,0.0,1.0,0.0,-9.266124123162134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.5833333333333334,0.0,10.143057307325181,12.376221800357886,10.143057307325181,12.376221800357886,10.143057307325181,12.376221800357886,4.918136342197032,1.0,1.0,1.3333333333333333,0.6666666666666666,736792739.5402564,6113.073750000001,0.0,10.143057307325181,0.0,1.0,0.0,-10.061193649522213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.6041666666666666,0.0,10.408415302863528,12.93150913117562,10.408415302863528,12.93150913117562,10.408415302863528,12.93150913117562,5.373835769150154,1.0,1.0,1.6666666666666667,0.5,736792739.5402564,0.0,0.0,10.408415302863528,0.0,1.0,0.0,-10.782251072013683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.625,0.0,10.617793157441293,13.414272828083467,10.617793157441293,13.414272828083467,10.617793157441293,13.414272828083467,5.797747258164029,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,6113.073750000001,0.0,10.617793157441293,0.0,1.0,0.0,-12.66554041560532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.6458333333333334,0.0,10.776059858383316,13.812542255803342,10.776059858383316,13.812542255803342,10.776059858383316,13.812542255803342,6.1610674208746286,0.75,0.0,1.3333333333333333,0.3333333333333333,1117108422.7205126,12226.147500000003,0.0,10.776059858383316,0.0,1.0,0.0,-13.187127279257943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.6666666666666666,0.0,10.890692483940512,14.136924051468736,10.890692483940512,14.136924051468736,10.890692483940512,14.136924051468736,6.4696393523722975,0.75,0.0,1.3333333333333333,0.3333333333333333,742337012.3883007,5030.568021493746,0.0,10.890692483940512,0.0,1.0,0.0,-13.61033183631281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.6875,0.0,10.989899631221572,14.38574049992715,10.989899631221572,14.38574049992715,10.989899631221572,14.38574049992715,6.752907747041913,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,7384.66968500017,0.0,10.989899631221572,0.0,1.0,0.0,-13.992807378263485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.7083333333333334,0.0,11.098425098322323,14.562300493793241,11.098425098322323,14.562300493793241,11.098425098322323,14.562300493793241,7.014894458826211,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,11.098425098322323,0.0,1.0,0.0,-14.363319557148536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.7291666666666666,0.0,11.201434440459481,14.668535863888911,11.201434440459481,14.668535863888911,11.201434440459481,14.668535863888911,7.23405007967552,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,11.201434440459481,0.0,1.0,0.0,-14.685484520135002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.75,0.0,11.301267766923367,14.805434030869627,11.301267766923367,14.805434030869627,11.301267766923367,14.805434030869627,7.420556422823984,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,11.301267766923367,0.0,1.0,0.0,-14.971824189747352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.7708333333333334,0.0,11.412057257095782,15.228968411996178,11.412057257095782,15.228968411996178,11.412057257095782,15.228968411996178,7.592365935377818,0.75,0.0,1.3333333333333333,0.3333333333333333,736792739.5402564,6113.073750000001,0.0,11.412057257095782,0.0,1.0,0.0,-15.254423192473599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.7916666666666666,0.0,11.539059449889885,15.664885382237383,11.539059449889885,15.664885382237383,11.539059449889885,15.664885382237383,7.750698001782068,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,6113.073750000001,0.0,11.539059449889885,0.0,1.0,0.0,-15.539757451671953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.8125,0.0,11.6780576880622,16.099714767585677,11.6780576880622,16.099714767585677,11.6780576880622,16.099714767585677,7.892672399128461,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,11.6780576880622,0.0,1.0,0.0,-15.820730087190661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.8333333333333334,0.0,11.818984937104634,16.49921419371639,11.818984937104634,16.49921419371639,11.818984937104634,16.49921419371639,8.01416548207395,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,11.818984937104634,0.0,1.0,0.0,-16.083150419178587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.8541666666666666,0.0,11.965117390364732,16.878499303301755,11.965117390364732,16.878499303301755,11.965117390364732,16.878499303301755,8.117571316559639,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,11.965117390364732,0.0,1.0,0.0,-16.332688706924372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.875,0.0,12.11701119399682,17.24851052321931,12.11701119399682,17.24851052321931,12.11701119399682,17.24851052321931,8.207247186682839,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,12.11701119399682,0.0,1.0,0.0,-16.57425838067966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.8958333333333334,0.0,12.272020642537875,17.60292482987281,12.272020642537875,17.60292482987281,12.272020642537875,17.60292482987281,8.283333754978585,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,12.272020642537875,0.0,1.0,0.0,-16.80535439751646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.9166666666666666,0.0,12.430916551320752,17.94917651649494,12.430916551320752,17.94917651649494,12.430916551320752,17.94917651649494,8.35044501699642,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,12.430916551320752,0.0,1.0,0.0,-17.031361568317173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.9375,0.0,12.589919095171874,18.280782225639932,12.589919095171874,18.280782225639932,12.589919095171874,18.280782225639932,8.408616469895067,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,12.589919095171874,0.0,1.0,0.0,-17.24853556506694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.9583333333333334,0.0,12.747545539901642,18.597021140134924,12.747545539901642,18.597021140134924,12.747545539901642,18.597021140134924,8.459377618826313,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,12.747545539901642,0.0,1.0,0.0,-17.456923158727953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.9791666666666666,0.0,12.901320042656204,18.894699547135623,12.901320042656204,18.894699547135623,12.901320042656204,18.894699547135623,8.501727889607672,0.75,0.0,1.3333333333333333,0.3333333333333333,356477056.35999995,0.0,0.0,12.901320042656204,0.0,1.0,0.0,-17.653047932263874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
