method,mean_error_improvement_pct,rmse_improvement_pct,post_error_improvement_pct,peak_fault_improvement_pct,connectivity_improvement_pct
PID + Comm Bias,12.016497068917932,12.895343139555294,8.726418233015211,24.917911346556238,20.152180001867222
PID + Formation Scaling,19.484113181988285,21.776997325697494,12.868174651517112,26.340611602165776,8.49593875455138
PID + Full Agentic,-0.45644822493767484,-2.3625643479219507,-7.236103685861381,7.309378805840343,0.6815423396508283
PID + Ref Shift,15.90726633164094,19.742665822658548,12.103763020030797,22.964652145564152,-0.40145644664364044
