controller,fault_t0_s,mean_err_pre,mean_err_fault,mean_err_post,max_err_fault,recovery_time_s,connectivity_pre,connectivity_fault,connectivity_post,task_completion_pre,task_completion_fault,task_completion_post,control_effort_pre,control_effort_fault,control_effort_post,control_smoothness_pre,control_smoothness_fault,control_smoothness_post,system_utility_pre,system_utility_fault,system_utility_post
openloop,20.0,13.08569415011712,28.031550805215698,57.59118803132306,61.46111491008929,,0.75,0.25833333333333336,0.18645833333333334,0.0,0.0,0.0,356477056.35999995,1062312674.926447,1095917576.8913524,0.0,11140.164693796494,11177.790898530491,-18.168978904831267,-39.30911812561327,-75.99225019052771
pid,20.0,7.212052977334667,24.844150025628334,56.045375093094634,44.92360206285646,,1.0,0.8239583333333333,0.5375,0.0625,0.0,0.0,356477056.35999995,993092544.6157969,925888737.2758934,0.0,12457.95363643703,11806.486711148602,-5.471677676727508,-23.45932871820741,-65.65100068839477
agentic,20.0,6.409874240567181,23.981638611873603,54.344896172973584,45.032551959042,,1.0,0.6302083333333334,0.203125,0.10833333333333334,0.0,0.0,356477056.35999995,953863084.6836886,930354472.7936492,0.0,12830.059875433604,12068.544210643311,-5.0960735475060055,-26.26914841749843,-64.0804887620126
