t,wind_phase,mean_err_m,max_err_m,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,throughput_ratio,latency_proxy,control_overhead,task_reassign,task_cost_mean,failed_count,alive_ratio,task_completion_proxy,system_utility,fault_comm_scale,fault_dropout_count,fault_sensor_count,agentic_active,agentic_ref_shift,supervisor_active,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold,sat_frac
0.0,0.0,7.3190429385894396,8.06225774829855,7.3190429385894396,8.06225774829855,7.3190429385894396,8.06225774829855,1.1403882032022077,1.0,1.0,1.0,1.0,0.0,7.3190429385894396,0.0,1.0,0.0,-3.4594311417916472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.020833333333333332,0.0,7.3218343422470475,8.063237086782463,7.3218343422470475,8.063237086782463,7.3218343422470475,8.063237086782463,1.141574009454891,1.0,1.0,1.0,1.0,0.0,7.3218343422470475,0.0,1.0,0.0,-3.463408351701938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.041666666666666664,0.0,7.3357639589574966,8.086406129310488,7.3357639589574966,8.086406129310488,7.3357639589574966,8.086406129310488,1.1449651180466793,1.0,1.0,1.0,1.0,0.0,7.3357639589574966,0.0,1.0,0.0,-3.4807290770041757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.0625,0.0,7.375370357524112,8.178748719452706,7.375370357524112,8.178748719452706,7.375370357524112,8.178748719452706,1.163006061820486,1.0,1.0,1.0,1.0,0.0,7.375370357524112,0.0,1.0,0.0,-3.5383764193445977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
0.08333333333333333,0.0,7.4735438491478074,8.401196459660436,7.4735438491478074,8.401196459660436,7.4735438491478074,8.401196459660436,1.1895397625283317,1.0,1.0,1.0,1.0,0.0,7.4735438491478074,0.0,1.0,0.0,-3.6630836116761394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6671835315120854
0.10416666666666667,0.0,7.622921102294867,8.726466674318807,7.622921102294867,8.726466674318807,7.622921102294867,8.726466674318807,1.2292929879801255,1.0,1.0,1.0,1.0,0.0,7.622921102294867,0.0,1.0,0.0,-3.852214090274993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.125,0.0,7.792721226615228,9.098966980586992,7.792721226615228,9.098966980586992,7.792721226615228,9.098966980586992,1.3281521778206262,1.0,1.0,1.0,1.0,0.0,7.792721226615228,0.0,1.0,0.0,-4.120873404435855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.14583333333333334,0.0,8.007939732544695,9.492208127705043,8.007939732544695,9.492208127705043,8.007939732544695,9.492208127705043,1.4881818658146213,1.0,1.0,1.0,1.0,0.0,8.007939732544695,0.0,1.0,0.0,-4.496121598359316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.16666666666666666,0.0,8.229169465952308,9.903962940139678,8.229169465952308,9.903962940139678,8.229169465952308,9.903962940139678,1.7167359352652496,1.0,1.0,1.0,1.0,0.0,8.229169465952308,0.0,1.0,0.0,-4.9459054012175585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1875,0.0,8.452029343785519,10.331164700093314,8.452029343785519,10.331164700093314,8.452029343785519,10.331164700093314,1.9705034166275428,1.0,1.0,1.0,1.0,0.0,8.452029343785519,0.0,1.0,0.0,-5.422532760413061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.20833333333333334,0.0,8.661276701965093,10.691703948014085,8.661276701965093,10.691703948014085,8.661276701965093,10.691703948014085,2.196210108286695,1.0,1.0,1.0,1.0,0.0,8.661276701965093,0.0,1.0,0.0,-5.857486810251789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.22916666666666666,0.0,8.848543757090003,11.004515594252329,8.848543757090003,11.004515594252329,8.848543757090003,11.004515594252329,2.4012485586887133,1.0,1.0,1.0,1.0,0.0,8.848543757090003,0.0,1.0,0.0,-6.249792315778716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.25,0.0,8.999269313673569,11.38090263036875,8.999269313673569,11.38090263036875,8.999269313673569,11.38090263036875,2.570561204137814,1.0,1.0,1.0,1.0,0.0,8.999269313673569,0.0,1.0,0.0,-6.569830517811383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.2708333333333333,0.0,9.127053646614378,11.699176898550006,9.127053646614378,11.699176898550006,9.127053646614378,11.699176898550006,2.7148160153691623,1.0,1.0,1.0,1.0,0.0,9.127053646614378,0.0,1.0,0.0,-6.841869661983541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.2916666666666667,0.0,9.231465350386307,11.975449489356839,9.231465350386307,11.975449489356839,9.231465350386307,11.975449489356839,2.8401039936960135,1.0,1.0,1.0,1.0,0.0,9.231465350386307,0.0,1.0,0.0,-7.07156934408232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.3125,0.0,9.324775938579473,12.224444769231086,9.324775938579473,12.224444769231086,9.324775938579473,12.224444769231086,2.948950242033943,1.0,1.0,1.0,1.0,0.0,9.324775938579473,0.0,1.0,0.0,-7.273726180613416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.3333333333333333,0.0,9.407714999787958,12.471046686586497,9.407714999787958,12.471046686586497,9.407714999787958,12.471046686586497,3.0507824073425307,1.0,1.0,1.0,1.0,0.0,9.407714999787958,0.0,1.0,0.0,-7.458497407130489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.3541666666666667,0.0,9.477555619969312,12.691439306536111,9.477555619969312,12.691439306536111,9.477555619969312,12.691439306536111,3.148291571783113,1.0,1.0,1.0,1.0,0.0,9.477555619969312,0.0,1.0,0.0,-7.625847191752424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.375,0.0,9.558208761164252,12.910863175074052,9.558208761164252,12.910863175074052,9.558208761164252,12.910863175074052,3.2401484358742874,1.0,1.0,1.0,1.0,0.0,9.558208761164252,0.0,1.0,0.0,-7.7983571970385395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.3958333333333333,0.0,9.631459110927237,13.127289158599377,9.631459110927237,13.127289158599377,9.631459110927237,13.127289158599377,3.321669344203705,1.0,1.0,1.0,1.0,0.0,9.631459110927237,0.0,1.0,0.0,-7.953128455130942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
0.4166666666666667,0.0,9.698950840497433,13.336418920075948,9.698950840497433,13.336418920075948,9.698950840497433,13.336418920075948,3.3984881534167926,1.0,1.0,1.0,1.0,0.0,9.698950840497433,0.0,1.0,0.0,-8.097438993914226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.4375,0.0,9.763643468898628,13.534979293595484,9.763643468898628,13.534979293595484,9.763643468898628,13.534979293595484,3.4694730099519218,1.0,1.0,1.0,1.0,0.0,9.763643468898628,0.0,1.0,0.0,-8.233116478850551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.4583333333333333,0.0,9.828594968434034,13.73729836525125,9.828594968434034,13.73729836525125,9.828594968434034,13.73729836525125,3.5435681260278065,1.0,1.0,1.0,1.0,0.0,9.828594968434034,0.0,1.0,0.0,-8.37216309446184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.4791666666666667,0.0,9.888339484257909,13.934565633249127,9.888339484257909,13.934565633249127,9.888339484257909,13.934565633249127,3.6120323450306717,1.0,1.0,1.0,1.0,0.0,9.888339484257909,0.0,1.0,0.0,-8.50037182928858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.5,0.0,9.949717214266823,14.12431326578641,9.949717214266823,14.12431326578641,9.949717214266823,14.12431326578641,3.670042218103764,1.0,1.0,1.0,1.0,0.0,9.949717214266823,0.0,1.0,0.0,-8.619759432370586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.5208333333333334,0.0,10.012734350221779,14.31244019413523,10.012734350221779,14.31244019413523,10.012734350221779,14.31244019413523,3.736092634014647,1.0,1.0,1.0,1.0,0.0,10.012734350221779,0.0,1.0,0.0,-8.748826984236427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.5416666666666666,0.0,10.078020122340078,14.506100604066024,10.078020122340078,14.506100604066024,10.078020122340078,14.506100604066024,3.8004672756991162,1.0,1.0,1.0,1.0,0.0,10.078020122340078,0.0,1.0,0.0,-8.878487398039194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
0.5625,0.0,10.145340269765061,14.712532055062308,10.145340269765061,14.712532055062308,10.145340269765061,14.712532055062308,3.8665453683525204,1.0,1.0,1.0,1.0,0.0,10.145340269765061,0.0,1.0,0.0,-9.011885638117581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.5833333333333334,0.0,10.21930095204507,14.937671737662114,10.21930095204507,14.937671737662114,10.21930095204507,14.937671737662114,3.9426193994311367,1.0,1.0,1.0,1.0,0.0,10.21930095204507,0.0,1.0,0.0,-9.161920351476208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.6041666666666666,0.0,10.30335811240437,15.18905791631923,10.30335811240437,15.18905791631923,10.30335811240437,15.18905791631923,4.019856422188019,1.0,1.0,1.0,1.0,0.0,10.30335811240437,0.0,1.0,0.0,-9.323214534592388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
0.625,0.0,10.389207375963078,15.43860304110628,10.389207375963078,15.43860304110628,10.389207375963078,15.43860304110628,4.093641430534175,1.0,1.0,1.0,1.0,0.0,10.389207375963078,0.0,1.0,0.0,-9.482848806497254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.6458333333333334,0.0,10.47961857435056,15.681089077614457,10.47961857435056,15.681089077614457,10.47961857435056,15.681089077614457,4.164212335248951,1.0,1.0,1.0,1.0,0.0,10.47961857435056,0.0,1.0,0.0,-9.643830909599512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
0.6666666666666666,0.0,10.556640050269738,15.921981478347645,10.556640050269738,15.921981478347645,10.556640050269738,15.921981478347645,4.231931381380911,1.0,1.0,1.0,1.0,0.0,10.556640050269738,0.0,1.0,0.0,-9.788571431650649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
0.6875,0.0,10.607103769610143,16.135867162296464,10.607103769610143,16.135867162296464,10.607103769610143,16.135867162296464,4.3067811641534925,1.0,1.0,1.0,1.0,0.0,10.607103769610143,0.0,1.0,0.0,-9.913884933763637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.7083333333333334,0.0,10.662208045689223,16.350403394965117,10.662208045689223,16.350403394965117,10.662208045689223,16.350403394965117,4.37987168838243,1.0,1.0,1.0,1.0,0.0,10.662208045689223,0.0,1.0,0.0,-10.042079734071653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.7291666666666666,0.0,10.703700512515574,16.574199524753013,10.703700512515574,16.574199524753013,10.703700512515574,16.574199524753013,4.478850715654775,1.0,1.0,1.1666666666666667,0.8333333333333333,0.0,10.703700512515574,0.0,1.0,0.0,-10.18255122817035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.75,0.0,10.762242381435545,16.80364687838899,10.762242381435545,16.80364687838899,10.762242381435545,16.80364687838899,4.575451081310131,1.0,1.0,1.1666666666666667,0.8333333333333333,0.0,10.762242381435545,0.0,1.0,0.0,-10.337693462745676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2710928319623548
0.7708333333333334,0.0,10.817404103678836,16.975981242425895,10.817404103678836,16.975981242425895,10.817404103678836,16.975981242425895,4.65200828411823,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.817404103678836,0.0,1.0,0.0,-10.469412387797066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.7916666666666666,0.0,10.835793077530568,17.10413272054008,10.835793077530568,17.10413272054008,10.835793077530568,17.10413272054008,4.727672258828219,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.835793077530568,0.0,1.0,0.0,-10.563465336358787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.8125,0.0,10.846936976570733,17.216398086844663,10.846936976570733,17.216398086844663,10.846936976570733,17.216398086844663,4.805521081128293,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.846936976570733,0.0,1.0,0.0,-10.652458057699025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.8333333333333334,0.0,10.860171129780959,17.322671579591972,10.860171129780959,17.322671579591972,10.860171129780959,17.322671579591972,4.887506311213659,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.860171129780959,0.0,1.0,0.0,-10.747677440994618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.8541666666666666,0.0,10.87388897838348,17.43108687644608,10.87388897838348,17.43108687644608,10.87388897838348,17.43108687644608,4.966417388302342,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.87388897838348,0.0,1.0,0.0,-10.840306366685823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
0.875,0.0,10.888526361228163,17.557738295304414,10.888526361228163,17.557738295304414,10.888526361228163,17.557738295304414,5.046677029553285,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.888526361228163,0.0,1.0,0.0,-10.935203390781448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.8958333333333334,0.0,10.915742501706042,17.705612889734606,10.915742501706042,17.705612889734606,10.915742501706042,17.705612889734606,5.134936477349259,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.915742501706042,0.0,1.0,0.0,-11.050678979055302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9166666666666666,0.0,10.952407542343831,17.863554477609203,10.952407542343831,17.863554477609203,10.952407542343831,17.863554477609203,5.22267245531128,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.952407542343831,0.0,1.0,0.0,-11.17507999765511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.9375,0.0,10.986595607438893,18.01577202762967,10.986595607438893,18.01577202762967,10.986595607438893,18.01577202762967,5.306899555220232,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,10.986595607438893,0.0,1.0,0.0,-11.293495162659127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
