controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
openloop,15.229184117158447,36.77506785992463,15.229184117158447,36.77506785992463,5.801997945970052,0.8279166666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7354156330674927,1.0669097222222221,0.6212905092592593,365299195.9623373,94.34239374017767,0.0,15.229184117158447,1.0,0.0,0.005017361111111111,-16.891598729795163,15.229184117158447,36.77506785992463
pid,13.076519306741519,26.907889185381286,13.076519306741519,26.907889185381286,3.3232040614805287,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0494212962962963,0.9505787037037036,364138319.6361054,115.18226946655568,0.0,13.076519306741519,1.0,0.0,0.02140625,-11.399723368222048,13.076519306741519,26.907889185381286
agentic,13.10439255883697,28.800831592414465,13.105378919296575,28.800831592414465,3.3141417577400554,1.0,0.028576388888888887,1.606765366287263,0.013333333333333334,0.014166666666666666,0.012859384696991997,1.0,1.0,0.0008333333333333334,1.0,1.0657291666666666,0.9342708333333334,364012292.7970561,114.02710288279904,0.003159722222222222,13.10439255883697,1.0,0.0,0.02640625,-11.418534316577027,13.10439255883697,28.800831592414465
