controller,fault_t0_s,mean_err_pre,mean_err_fault,mean_err_post,max_err_fault,recovery_time_s
openloop,18.0,19.21115411998189,25.019166724136607,42.10516043681574,122.4817042241808,0.0
pid,18.0,20.1026983878695,22.66333974703758,36.3871276417402,66.75599835853858,0.0
agentic,18.0,15.695171114318358,18.7727760701973,32.332529751868165,66.33328918359908,0.0
