controller,fault_window,mean_err_m,max_err_m,formation_err_rel,connectivity_rate
openloop,pre,19.21115411998189,39.9278448540765,13.476604268668442,0.4067708333333333
openloop,fault,25.019166724136607,53.89100526583911,14.327781521149129,0.42822916666666666
openloop,post,42.10516043681574,99.4425279432632,21.387429006322783,0.43213541666666666
pid,pre,20.1026983878695,38.40574738197017,11.460289094249237,0.4835416666666667
pid,fault,22.66333974703758,45.965202205196306,12.473416681871452,0.5169791666666667
pid,post,36.3871276417402,62.83081910832626,14.564190767379696,0.4359895833333334
agentic,pre,15.695171114318356,33.9257281928519,9.077111115510373,0.5852083333333333
agentic,fault,18.7727760701973,40.172211207375604,10.817505162817543,0.5885416666666666
agentic,post,32.332529751868165,68.44816124469631,15.744088507907964,0.39359375
