controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,mean_err_m,max_err_m
openloop,44.533250600010575,710.5685529828072,44.533250600010575,710.5685529828072,27.75499440940316,0.37658854166666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.17168546683401112,inf,0.17836805555555554,0.0,44.533250600010575,1.0,0.0,44.533250600010575,710.5685529828072
pid,41.64366698473281,421.84261120685215,41.64366698473281,421.84261120685215,21.10311492398241,0.40264756944444446,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.21137204448986371,inf,0.1958333333333333,0.0,41.64366698473281,1.0,0.0,41.64366698473281,421.84261120685215
agentic,36.90972734516886,534.7424064970735,36.93715963473244,534.9215103004459,19.71474779064909,0.44027777777777777,0.005564236111111111,1.6022125559767524,0.8420833333333333,2.36625,0.06920919408670517,0.9316666666666668,0.7817500000000001,0.1575,0.2458959784125112,inf,0.2222858796296296,0.004652777777777777,36.90972734516886,1.0,0.0,36.90972734516886,534.7424064970735
