controller,wind_phase,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility
openloop,0.0,18.187681703619894,46.229043607276566,11.836650846870688,0.45372395833333334,0.005520833333333333,-27.755712758823915
openloop,1.0,44.049852948494035,148.2120760273064,22.347835934190925,0.25304166666666666,0.0013541666666666667,-65.13248054935163
openloop,2.0,94.28174083663126,276.99424782595634,64.80046105944339,0.15878472222222223,0.0005555555555555556,-158.2882782849635
pid,0.0,18.55719764701445,42.138175954206915,10.44069931639007,0.5827604166666667,0.0017447916666666666,-26.084094880071188
pid,1.0,40.34447386357414,106.4376347709019,17.505651686134073,0.2611875,0.0037083333333333334,-56.54418804970821
pid,2.0,78.15336938607535,176.17359210286162,39.470483362864236,0.18489583333333331,0.0004861111111111111,-116.69937358227294
agentic,0.0,15.370653739894298,39.77758391216791,8.810014020831474,0.6508072916666666,0.01015625,-20.926631302392437
agentic,1.0,31.583711832482926,88.46984674415081,16.169490714335048,0.23452083333333335,0.0022916666666666667,-46.5805983801513
agentic,2.0,54.335890780200046,127.34144683575843,28.62948086335448,0.3203472222222222,0.0005208333333333333,-81.36363553244341
