controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
openloop,52.751293867955894,517.623079862355,52.751293867955894,517.623079862355,31.038359444462532,0.338828125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.19175068376294965,inf,0.16394675925925925,0.0,52.751293867955894,1.0,0.0,0.003107638888888889,-82.09551268741842,52.751293867955894,517.623079862355
pid,42.87075406666681,412.06213413870984,42.87075406666681,412.06213413870984,22.54696247015623,0.35845486111111113,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.17283839877037532,inf,0.17167824074074073,0.0,42.87075406666681,1.0,0.0,0.001796875,-63.625442231267485,42.87075406666681,412.06213413870984
agentic,35.690154955631215,371.09616477085234,35.71321199288856,371.2759243581965,17.239432639426774,0.4648611111111111,0.007369791666666667,1.5920336852541455,0.81625,2.2829166666666665,0.06992790105784485,0.9348333333333335,0.7914166666666668,0.16333333333333333,0.2784542294156849,inf,0.23483796296296294,0.004791666666666666,35.690154955631215,1.0,0.0,0.006866319444444445,-50.60528203950243,35.690154955631215,371.09616477085234
