controller,fault_window,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility
openloop,pre,19.21115411998189,39.9278448540765,13.476604268668442,0.4067708333333333,0.003020833333333333,-30.65390422198367
openloop,fault,24.73818536918857,50.63304228264586,13.864470090969643,0.48166666666666663,0.0043749999999999995,-36.19432212682488
openloop,post,44.103078492314346,95.62000701517573,21.09053503441887,0.31552083333333336,0.0008333333333333333,-63.61600936006655
pid,pre,20.1026983878695,38.40574738197017,11.460289094249237,0.4835416666666667,0.0028125,-29.145279148785402
pid,fault,23.382212692968626,46.29900754462305,13.050707401648788,0.4765625,0.0007291666666666667,-34.050107594617415
pid,post,38.88239514790621,77.6085687150605,17.39574315712374,0.23677083333333332,0.0,-55.09428413836328
agentic,pre,15.695171114318356,33.9257281928519,9.077111115510373,0.5852083333333333,0.0071874999999999994,-21.846240563162063
agentic,fault,17.958677492525556,42.80951721537727,10.522798562328736,0.6034375,0.015416666666666667,-25.46428855485429
agentic,post,32.96111590560586,58.32661055956537,13.230338551020864,0.4242708333333334,0.005625,-44.07010028996005
