controller,fault_window,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility
openloop,pre,19.21115411998189,39.9278448540765,13.476604268668442,0.4067708333333333,0.003020833333333333,-30.65390422198367
openloop,fault,25.05269694023408,50.651249697243884,13.81255645743201,0.4679166666666667,0.00375,-36.52567006433275
openloop,post,39.65153431780182,83.14738207961935,19.06207785131243,0.3279166666666667,0.0,-57.074028835780915
pid,pre,20.1026983878695,38.40574738197017,11.460289094249237,0.4835416666666667,0.0028125,-29.145279148785402
pid,fault,22.360456863239218,44.902789567875445,12.606066665247777,0.49437499999999995,0.0012499999999999998,-32.49464852848699
pid,post,33.57384375548544,57.82646925025963,13.746947050309421,0.3727083333333333,0.0003125,-45.4572491391282
agentic,pre,15.695171114318356,33.9257281928519,9.077111115510373,0.5852083333333333,0.0071874999999999994,-21.846240563162063
agentic,fault,18.11178246407112,36.577882549551916,10.029400164693477,0.5777083333333334,0.001875,-25.25264096209793
agentic,post,29.86556093237852,56.62646098237652,14.093520402356514,0.4175520833333334,0.0011979166666666668,-41.87132091806837
