controller,fault_t0_s,mean_err_pre,mean_err_fault,mean_err_post,max_err_fault,recovery_time_s,connectivity_pre,connectivity_fault,connectivity_post,task_completion_pre,task_completion_fault,task_completion_post,system_utility_pre,system_utility_fault,system_utility_post,err_fault_vs_pre_pct,err_post_vs_pre_pct,conn_fault_vs_pre_pct,conn_post_vs_pre_pct,task_fault_vs_pre_pct,task_post_vs_pre_pct,utility_fault_vs_pre_pct,utility_post_vs_pre_pct
openloop,18.0,19.21115411998189,24.076799611792726,38.509547483503724,93.95122022624976,0.0,0.40677083333333336,0.4273958333333333,0.3409375,0.0030208333333333333,0.004270833333333333,0.00109375,-30.653904221983666,-35.83274126069993,-53.888116321946384,25.327189930510123,100.45410724933595,5.070422535211255,-16.184379001280412,41.37931034482758,-63.79310344827586,16.89454302855891,75.7952785775984
pid,18.0,20.1026983878695,22.5537536183322,34.56751731952233,65.1119552278889,0.0,0.48354166666666665,0.44072916666666667,0.3257291666666667,0.0028125,0.005104166666666667,0.0008854166666666666,-29.1452791487854,-32.66798151889422,-47.0904394361009,12.192667786040762,71.9546135178613,-8.853942266264536,-32.63679448513571,81.4814814814815,-68.5185185185185,12.086699709155571,61.571413317766584
agentic,18.0,15.695171114318358,19.587263518476902,32.263512649870314,70.38966668142714,0.0,0.5852083333333333,0.4828125,0.4008333333333333,0.0071875,0.002395833333333333,0.0047395833333333335,-21.846240563162063,-28.79091042036439,-45.27358361937979,24.79802466510145,105.56330615877789,-17.49733001067996,-31.505873976504095,-66.66666666666667,-34.05797101449276,31.788855556743645,107.23741226086186
