controller,fault_window,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility,control_effort,control_smoothness
openloop,pre,62.63948727343428,98.9055640007528,30.861743281246323,0.31666666666666665,0.0,-91.91789722134726,1128058737.550673,11160.009294475194
openloop,fault,46.296929017789715,88.7535629958813,30.275097777110243,0.0,0.0,-76.57202679489995,1104853118.771095,12037.0641926582
openloop,post,39.36965820702596,108.48549926762716,27.081465168492237,0.051041666666666666,0.0,-66.19591504218486,1056250775.0006449,11008.924063900702
pid,pre,37.158036870597606,75.38737161057456,29.24336164612477,0.7104166666666667,0.071875,-62.84931518338905,883786861.0135263,11823.101579112577
pid,fault,37.044124754519856,71.92030958994302,31.47669872726927,0.6854166666666667,0.0,-65.0937401484558,879057295.92663,12837.141108143123
pid,post,42.89287167982461,155.47182197924218,31.14666582148831,0.084375,0.027604166666666666,-73.61766250131292,892419873.8235573,10821.767071184875
agentic,pre,42.342719571801275,76.68865180910898,22.57784050918821,0.12916666666666668,0.0,-64.27472674765616,932022833.0949726,10587.941008505812
agentic,fault,35.34339897440243,74.28395871530553,23.293097894497684,0.0,0.0,-58.63649686890012,912226648.7517568,11631.785873134917
agentic,post,53.105413477105905,105.2898279655528,21.675555392590443,0.06666666666666667,0.0,-74.447635536363,908960673.2349412,11568.149818908194
