controller,fault_window,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility,control_effort,control_smoothness
openloop,pre,41.93257516609708,72.86362487281367,20.243018972387,0.3433333333333333,0.0,-60.458927471817404,1085627432.4687424,11402.588728335559
openloop,fault,36.27961568463566,74.1099279568508,21.803322769671684,0.07125000000000001,0.001875,-57.726688454307336,1056387052.7463579,10740.827487086062
openloop,post,53.11020928510369,139.54773782976363,28.619510126419527,0.13874999999999998,0.0,-81.03596941152321,1072606446.4194015,11063.289747185252
pid,pre,36.6402807466675,71.55436009755532,20.46375697830878,0.2875,0.014374999999999999,-55.66653772497627,896876721.8076153,10936.386954409003
pid,fault,35.93395317555035,74.02727922059434,22.23734822737506,0.26479166666666665,0.003125,-56.84734306959208,823694299.0994581,10341.796977897515
pid,post,47.22290322794164,109.2454832852022,22.44371086597926,0.15520833333333334,0.005520833333333333,-68.89057242725423,930150531.8878952,11075.822187735832
agentic,pre,35.40689197609139,61.338235706290774,15.663418880790122,0.34770833333333334,0.0,-49.33176919021484,887191152.6434005,10378.47034102427
agentic,fault,33.14769788864048,68.61634496270396,18.11414822114456,0.180625,0.0,-50.35872110978504,876747547.0263485,10739.211439684213
agentic,post,50.64000146898949,125.25848061446331,23.121146384135045,0.20229166666666668,0.0,-72.74968951979119,902045481.2728192,11118.576455684419
