t,wind_phase,mean_err_m,max_err_m,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign,task_cost_mean,failed_count,alive_ratio,task_completion_proxy,system_utility,fault_comm_scale,fault_dropout_count,fault_sensor_count,agentic_active,agentic_ref_shift,supervisor_active,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold,sat_frac
0.0,0.0,7.3190429385894396,8.06225774829855,7.3190429385894396,8.06225774829855,7.3190429385894396,8.06225774829855,1.1403882032022077,1.0,1.0,1.0,1.0,804142581.3454475,,0.0,7.3190429385894396,0.0,1.0,0.0,-3.4594311417916472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.020833333333333332,0.0,7.318054574325836,8.05396128933335,7.318054574325836,8.05396128933335,7.318054574325836,8.05396128933335,1.1403831194130523,1.0,1.0,1.0,1.0,1877739789.0810254,15210.470726871785,0.0,7.318054574325836,0.0,1.0,0.0,-3.4584376937388885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.041666666666666664,0.0,7.277663550498077,8.010107414997176,7.277663550498077,8.010107414997176,7.277663550498077,8.010107414997176,1.1402661397025522,1.0,1.0,1.0,1.0,1877739789.0810254,0.0,0.0,7.277663550498077,0.0,1.0,0.0,-3.41792969020063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.0625,0.0,7.110387753571578,7.846689376460175,7.110387753571578,7.846689376460175,7.110387753571578,7.846689376460175,1.1397212100509106,1.0,1.0,1.0,1.0,1877739789.0810254,0.0,0.0,7.110387753571578,0.0,1.0,0.0,-3.2501089636224876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.08333333333333333,0.0,6.757131858934153,7.498923170810138,6.757131858934153,7.498923170810138,6.757131858934153,7.498923170810138,1.1385200078711968,1.0,1.0,1.0,1.0,1877739789.0810254,0.0,0.0,6.757131858934153,0.0,1.0,0.0,-2.89565186680535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.10416666666666667,0.0,6.213448608729639,6.948194126501876,6.213448608729639,6.948194126501876,6.213448608729639,6.948194126501876,1.1368137763242558,1.0,1.0,1.0,1.0,922619957.4942261,14838.855051884204,0.0,6.213448608729639,0.0,1.0,0.0,-2.3502623850538944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.125,0.0,5.565355863433751,6.229771463202956,5.565355863433751,6.229771463202956,5.565355863433751,6.229771463202956,1.1039792824806147,1.0,1.0,1.0,1.0,356477056.35999995,9705.703586105876,0.0,5.565355863433751,0.0,1.0,0.0,-1.6693351459143662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.14583333333333334,0.0,4.916805233755363,5.462583528498642,4.916805233755363,5.462583528498642,4.916805233755363,5.462583528498642,1.0433292382845636,1.0,1.0,1.0,1.0,356477056.35999995,0.0,0.0,4.916805233755363,0.0,1.0,0.0,-0.9601344720399263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.16666666666666666,0.0,4.316615474652467,4.78441856548905,4.316615474652467,4.78441856548905,4.316615474652467,4.78441856548905,0.9868706575479892,1.0,1.0,1.0,1.0,356477056.35999995,0.0,0.0,4.316615474652467,0.0,1.0,0.0,-0.3034861322004563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
0.1875,0.0,3.7870435096343016,4.340915695203663,3.7870435096343016,4.340915695203663,3.7870435096343016,4.340915695203663,0.9378207041695655,1.0,1.0,1.0,1.0,558969172.8458371,3838.173895499211,0.0,3.7870435096343016,0.0,1.0,0.0,0.27513578619613277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
