t,wind_phase,mean_err_m,max_err_m,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign,task_cost_mean,failed_count,alive_ratio,task_completion_proxy,system_utility,fault_comm_scale,fault_dropout_count,fault_sensor_count,agentic_active,agentic_ref_shift,supervisor_active,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold,sat_frac
0.0,0.0,7.3190429385894396,8.06225774829855,7.3190429385894396,8.06225774829855,7.3190429385894396,8.06225774829855,1.1403882032022077,1.0,1.0,1.0,1.0,841771119.9918989,,0.0,7.3190429385894396,0.0,1.0,0.0,-3.4594311417916472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.020833333333333332,0.0,7.317959572098531,8.0538195473499,7.317959572098531,8.0538195473499,7.317959572098531,8.0538195473499,1.1403882032022077,1.0,1.0,1.0,1.0,1663145508.8896723,11780.434886001174,0.0,7.317959572098531,0.0,1.0,0.0,-3.458347775300739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.041666666666666664,0.0,7.275996803093924,8.008988981387036,7.275996803093924,8.008988981387036,7.275996803093924,8.008988981387036,1.1398010067687852,1.0,1.0,1.0,1.0,1877739789.0810254,3393.3844857440777,0.0,7.275996803093924,0.0,1.0,0.0,-3.4157978098627098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0625,0.0,7.073858259503522,7.807085107869099,7.073858259503522,7.807085107869099,7.073858259503522,7.807085107869099,1.139397550864791,1.0,1.0,1.0,1.0,518362321.39180535,20963.937678337155,0.0,7.073858259503522,0.0,1.0,0.0,-3.213255810368313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.08333333333333333,0.0,6.764737065652113,7.483739159914869,6.764737065652113,7.483739159914869,6.764737065652113,7.483739159914869,1.1315596277817492,1.0,1.0,1.0,1.0,356477056.35999995,3706.35362358214,0.0,6.764737065652113,0.0,1.0,0.0,-2.8962966934338628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.10416666666666667,0.0,6.459151766267919,7.156159559870957,6.459151766267919,7.156159559870957,6.459151766267919,7.156159559870957,1.1126037460281848,1.0,1.0,1.0,1.0,1218034457.2971241,14779.31157433957,0.0,6.459151766267919,0.0,1.0,0.0,-2.5717555122961038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.125,0.0,6.150419051299104,6.8549502320260665,6.150419051299104,6.8549502320260665,6.150419051299104,6.8549502320260665,1.0829839879860295,1.0,1.0,1.0,1.0,1790579510.367488,11237.383794384075,0.0,6.150419051299104,0.0,1.0,0.0,-2.2334030392851334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.14583333333333334,0.0,5.7632012166789,6.536223917877819,5.7632012166789,6.536223917877819,5.7632012166789,6.536223917877819,1.0724425557957855,1.0,1.0,1.0,1.0,1092180453.8754413,11588.35912800641,0.0,5.7632012166789,0.0,1.0,0.0,-1.8356437724746861,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.16666666666666666,0.0,5.27282496986459,6.069438751162258,5.27282496986459,6.069438751162258,5.27282496986459,6.069438751162258,1.0722368301672478,1.0,1.0,1.0,1.0,754095835.8793174,19505.172099559677,0.0,5.27282496986459,0.0,1.0,0.0,-1.3450618000318384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3856899878599101
0.1875,0.0,4.747030035342776,5.540810614426597,4.747030035342776,5.540810614426597,4.747030035342776,5.540810614426597,1.050341468385233,1.0,1.0,1.0,1.0,1121239417.1478677,6315.35901853507,0.0,4.747030035342776,0.0,1.0,0.0,-0.7973715037280096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
0.20833333333333334,0.0,4.200218438515623,5.035487344212041,4.200218438515623,5.035487344212041,4.200218438515623,5.035487344212041,1.0340903177920393,1.0,1.0,1.0,1.0,1094126301.1707325,17542.20575586491,0.0,4.200218438515623,0.0,1.0,0.0,-0.23430875630766224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.22916666666666666,0.0,3.6521008908518247,4.46220281994764,3.6521008908518247,4.46220281994764,3.6521008908518247,4.46220281994764,1.0198645036120226,1.0,1.0,1.0,1.0,736792739.5402564,5846.677282678376,0.0,3.6521008908518247,0.0,1.0,0.0,0.3280346055361525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.25,0.0,3.140201584054639,3.8167222682110875,3.140201584054639,3.8167222682110875,3.140201584054639,3.8167222682110875,1.008357833660545,1.0,1.0,1.0,1.0,476318481.43122303,3662.6522016176864,0.0,3.140201584054639,0.0,1.0,0.0,0.8514405822848161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,1.0,1.0,0.0,0.0
0.2708333333333333,0.0,2.7462691764009355,3.2625562304948104,2.7462691764009355,3.2625562304948104,2.7462691764009355,3.2625562304948104,0.9840949120435647,1.0,1.0,1.0,1.0,1117108422.7205126,14769.574093440526,0.0,2.7462691764009355,0.0,1.0,0.0,1.2696359115554996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,1.0,1.0,0.0,0.5
0.2916666666666667,0.0,2.5202493231358445,2.8553322128473946,2.5202493231358445,2.8553322128473946,2.5202493231358445,2.8553322128473946,0.9467525864379287,1.0,1.0,1.0,1.0,1238535251.1718836,2570.27877715941,0.0,2.5202493231358445,0.0,1.0,0.0,1.5329980904262266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,1.0,1.0,0.0,0.5
0.3125,0.0,2.466150573528517,2.640791727976659,2.466150573528517,2.640791727976659,2.466150573528517,2.640791727976659,0.9247325497505909,1.0,1.0,1.0,1.0,1877739789.0810254,9748.573231432221,0.0,2.466150573528517,0.0,1.0,0.0,1.609116876720892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,1.0,1.0,0.0,1.0
0.3333333333333333,0.0,2.5025503764229695,2.756502830296545,2.5025503764229695,2.756502830296545,2.5025503764229695,2.756502830296545,0.8998927353396776,1.0,1.0,1.0,1.0,1117108422.7205126,12226.147500000003,0.0,2.5025503764229695,0.0,1.0,0.0,1.597556888237353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,1.0,1.0,0.0,0.5
0.3541666666666667,0.0,2.463508349842286,4.577358333773704,2.463508349842286,4.577358333773704,2.5016678745557424,4.577358333773704,1.2556721953288876,1.0,1.0,1.0,1.0,506270353.8925997,9279.845294112009,1.0,2.463508349842286,0.0,1.0,0.25,1.2808194548288263,1.0,0.0,0.0,0.25,1.3704452773325275,0.0,0.0,0.0175,1.0,1.0,0.0,0.0
0.375,0.0,2.629259321787095,4.861409561059686,2.629259321787095,4.861409561059686,2.6778506193874687,4.861409561059686,1.2453695663674105,1.0,1.0,1.0,1.0,884879202.6938986,12158.282268298692,0.0,2.629259321787095,0.0,1.0,0.25,1.1253711118454945,1.0,0.0,0.0,0.25,1.3702650296549925,0.0,0.0,0.0175,1.0,1.0,0.0,0.25
0.3958333333333333,0.0,2.935797849155928,5.138523708393405,2.935797849155928,5.138523708393405,2.9736076664701523,5.138523708393405,1.272218202311431,1.0,1.0,1.0,1.0,736792739.5402563,15235.103086643529,0.0,2.935797849155928,0.0,1.0,0.25,0.791983948532641,1.0,0.0,0.0,0.25,1.3700872345555013,0.0,0.0,0.0175,1.0,1.0,0.0,0.25
0.4166666666666667,0.0,3.2706489578860514,5.349241033134194,3.2706489578860514,5.349241033134194,3.301436265459138,5.349241033134194,1.4140415349013549,1.0,1.0,1.0,1.0,467721141.5944569,3811.8075171268797,0.0,3.2706489578860514,0.0,1.0,0.25,0.31530950721259376,1.0,0.0,0.0,0.25,1.3699119034207126,0.0,0.0,0.0175,1.0,1.0,0.0,0.0
0.4375,0.0,3.5889545425456113,5.510140862207916,3.5889545425456113,5.510140862207916,3.6169470437823135,5.510140862207916,1.592756765740062,1.0,1.0,1.0,1.0,356477056.35999995,2396.2316435060407,0.0,3.5889545425456113,0.0,1.0,0.25,-0.1817113082856734,1.0,0.0,0.0,0.25,1.3697390474964926,0.0,0.0,0.0175,1.0,1.0,0.0,0.0
0.4583333333333333,0.0,3.8836171497128964,5.619262783852415,3.8836171497128964,5.619262783852415,3.8960420103763718,5.619262783852415,1.8012635455974315,1.0,1.0,1.0,1.0,1108453304.6711233,12126.951636220849,0.0,3.8836171497128964,0.0,1.0,0.0,-0.6848806953103281,1.0,0.0,0.0,0.25,1.3929341910373416,0.0,0.0,0.0175,1.0,1.0,0.0,0.5
0.4791666666666667,0.0,4.123466836390462,5.683933372341174,4.123466836390462,5.683933372341174,4.123466836390462,5.683933372341174,2.0231615349886805,1.0,1.0,1.0,1.0,356477056.35999995,12126.951636220849,0.0,4.123466836390462,0.0,1.0,0.0,-1.1466283713791423,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0175,1.0,1.0,0.0,0.0
0.5,0.0,4.312609803504944,6.31040004026455,4.312609803504944,6.31040004026455,4.312609803504944,6.31040004026455,2.2243163888265496,1.0,1.0,1.0,1.0,356477056.35999995,0.0,0.0,4.312609803504944,0.0,1.0,0.0,-1.5369261923314932,1.0,0.0,0.0,0.0,1.414213562373095,0.0,0.0,0.015199584634492001,1.0,1.0,0.0,0.0
0.5208333333333334,0.0,4.506576217726243,6.9555213308215915,4.506576217726243,6.9555213308215915,4.506576217726243,6.9555213308215915,2.4201460990906734,1.0,1.0,1.0,1.0,725722665.0858285,5986.472303901972,0.0,4.506576217726243,0.0,1.0,0.0,-1.9267223168169165,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.015199584634492001,1.0,1.0,0.0,0.25
0.5416666666666666,0.0,4.66803520644975,7.5767380436580005,4.66803520644975,7.5767380436580005,4.66803520644975,7.5767380436580005,2.622253165703901,1.0,1.0,1.0,1.0,356477056.35999995,5986.472303901972,0.0,4.66803520644975,0.0,1.0,0.0,-2.2902883721536513,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.015199584634492001,1.0,1.0,0.0,0.0
0.5625,0.0,4.797845520929352,8.14421085033993,4.797845520929352,8.14421085033993,4.797845520929352,8.14421085033993,2.822135626277253,1.0,1.0,1.0,1.0,356477056.35999995,0.0,0.0,4.797845520929352,0.0,1.0,0.0,-2.6199811472066052,1.0,0.0,0.0,0.0,1.4142135623730954,0.0,0.0,0.015199584634492001,1.0,1.0,0.0,0.0
0.5833333333333334,0.0,4.901750222383936,8.623481667641142,4.901750222383936,8.623481667641142,4.901750222383936,8.623481667641142,3.002714521660882,1.0,1.0,1.0,1.0,736792739.5402564,6113.073750000001,0.0,4.901750222383936,0.0,1.0,0.0,-2.9044647440448177,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.015199584634492001,1.0,1.0,0.0,0.25
