Method,Pre Error,Post Error,Post vs Pre %,Connectivity Pre,Connectivity Post,Connectivity %,Utility Pre,Utility Post,Utility Δ
static,28.807696075280507,33.21102627984115,16.65987256108867,0.1666666666666666,0.1666666666666666,0.0,-0.43220000000000003,-0.7168999999999999,-0.28469999999999995
fixed_relay,92.89098641029993,87.98909676265717,-4.878389409742985,0.9720000000000001,1.0,2.908957132239814,6.566072652240638,9.521494678052216,2.955422025811577
greedy,38.236357979774475,20.293963598569235,-11.801623663163122,0.717,0.9503333333333334,39.78981689632517,15.450525179328077,21.29139224367245,5.84086706434437
mappo_full,101.07244850158692,85.8680398777553,-15.021960128380595,1.0,1.0,0.0,-0.6475,0.21043026299830841,0.8579302629983084
