controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
ref_shift_only,34.36811573591445,222.6938431362823,34.3686031463381,222.6938431362823,15.129156591497651,0.37041666666666667,0.008958333333333334,1.6426471206739997,0.15583333333333332,0.31166666666666665,0.0,1.0,1.0,0.15583333333333332,0.18787164029315648,inf,0.18956018518518514,892497294.9732555,10859.733626757437,0.004652777777777777,34.36811573591445,1.0,0.0,0.008402777777777778,-47.645188994078765,34.36811573591445,222.6938431362823
