t,wind_phase,mean_err_m,max_err_m,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign,task_cost_mean,failed_count,alive_ratio,task_completion_proxy,system_utility,fault_comm_scale,fault_dropout_count,fault_sensor_count,agentic_active,agentic_ref_shift,supervisor_active,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold,sat_frac
0.8541666666666666,0.0,6.22621651724196,7.069988858949231,6.22621651724196,7.069988858949231,6.22621651724196,7.069988858949231,1.077552242159046,1.0,1.0000000000000002,1.0,1.0,724490661.0531926,12085.617209705106,0.0,6.22621651724196,0.0,1.0,0.0,-2.303768759401006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.875,0.0,6.190370099322918,6.961702869221095,6.190370099322918,6.961702869221095,6.190370099322918,6.961702869221095,1.0631034342348797,1.0,1.0000000000000002,1.0,1.0,443815398.9486325,5108.726963362804,0.0,6.190370099322918,0.0,1.0,0.0,-2.2534735335577976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8958333333333334,0.0,6.163146364473659,6.8796312135820195,6.163146364473659,6.8796312135820195,6.163146364473659,6.8796312135820195,1.053550681853936,1.0,1.0000000000000002,1.0,1.0,1117108422.7205126,13313.320047441819,0.0,6.163146364473659,0.0,1.0,0.0,-2.216697046327594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.9166666666666666,0.0,6.134386120931306,6.813026932401914,6.134386120931306,6.813026932401914,6.134386120931306,6.813026932401914,1.051835780487453,1.0,1.0000000000000002,1.0,1.0,736792739.5402563,18339.221250000002,0.0,6.134386120931306,0.0,1.0,0.0,-2.186221901418759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.9375,0.0,6.1122205929160565,6.766761187139019,6.1122205929160565,6.766761187139019,6.1122205929160565,6.766761187139019,1.0582084007498012,1.0,1.0000000000000002,1.0,1.0,678206320.9068267,4272.38828640927,0.0,6.1122205929160565,0.0,1.0,0.0,-2.1704289936658574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.9583333333333334,0.0,6.09822728917452,6.738737768035696,6.09822728917452,6.738737768035696,6.09822728917452,6.738737768035696,1.066637168987817,1.0,1.0000000000000002,1.0,1.0,961384330.8674253,12284.894330962532,0.0,6.09822728917452,0.0,1.0,0.0,-2.164864458162337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
0.9791666666666666,0.0,6.086270129920443,6.722075544517327,6.086270129920443,6.722075544517327,6.086270129920443,6.722075544517327,1.07699993854578,1.0,1.0000000000000002,1.0,1.0,680391299.1416907,15716.048139379425,0.0,6.086270129920443,0.0,1.0,0.0,-2.1632700684662236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
1.0,0.0,6.084566300685031,6.728737819738927,6.084566300685031,6.728737819738927,6.084566300685031,6.728737819738927,1.0890052272212571,1.0,1.0000000000000002,1.0,1.0,1117108422.7205126,6918.440114998257,0.0,6.084566300685031,0.0,1.0,0.0,-2.1735715279062884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0208333333333333,0.0,6.084275517994072,6.7392187965735175,6.084275517994072,6.7392187965735175,6.084275517994072,6.7392187965735175,1.0998047909291582,1.0,1.0000000000000002,1.0,1.0,736792739.5402564,18339.221250000002,0.0,6.084275517994072,0.0,1.0,0.0,-2.184080308923231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
1.0416666666666667,0.0,6.085213978067355,6.749714298445793,6.085213978067355,6.749714298445793,6.085213978067355,6.749714298445793,1.1115385910537245,1.0,1.0000000000000002,1.0,1.0,619590527.7230518,11064.412913041,0.0,6.085213978067355,0.0,1.0,0.0,-2.196752569121079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
