controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
openloop,47.98710117223696,620.3464902499321,47.98710117223696,620.3464902499321,29.45726385306396,0.29637152777777775,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15814075029282582,inf,0.14364583333333333,1072725094.2076156,11288.92970633256,0.0,47.98710117223696,1.0,0.0,0.0025434027777777777,-75.96250738641203,47.98710117223696,620.3464902499321
pid,42.53427233867955,381.50677248762145,42.53427233867955,381.50677248762145,20.641875482068613,0.34930555555555554,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2020675083057665,inf,0.16392939814814814,905846575.5393944,11092.538775807128,0.0,42.53427233867955,1.0,0.0,0.002248263888888889,-61.429620042970384,42.53427233867955,381.50677248762145
agentic,35.954572399132026,376.09896666153605,35.98333083513946,376.2789665907543,20.750524050214157,0.35889756944444445,0.009244791666666667,1.6373554636899053,0.8754166666666666,2.5116666666666667,0.03523414663618124,0.9237916666666668,0.7552708333333334,0.11208333333333333,0.2053411080341379,inf,0.18473379629629624,900742608.6526326,10985.787667989413,0.005138888888888889,35.954572399132026,1.0,0.0,0.008758680555555556,-54.91060860212396,35.954572399132026,376.09896666153605
