controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
comm_bias_only,35.95824608951142,238.2057172499168,35.977869771689335,238.38377599821757,16.284303923489045,0.4468576388888889,0.0,1.5978827356764118,0.1525,0.305,0.0,1.0,1.0,0.1525,0.22985729005648195,inf,0.22241898148148145,905559820.0362483,11060.010139875525,0.004861111111111111,35.95824608951142,1.0,0.0,0.003732638888888889,-50.00826181855602,35.95824608951142,238.2057172499168
