controller,fault_window,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility,control_effort,control_smoothness
openloop,pre,13.08569415011712,28.091759235130844,8.83328475471415,0.75,0.0,-18.168978904831267,356477056.35999995,0.0
openloop,fault,20.775013888581743,30.397165932895692,8.833256165028388,0.75,0.0,-25.85827005361013,356477056.35999995,0.0
openloop,post,21.35474110321354,34.841477470861754,8.833226901070764,0.75,0.0,-26.437968004284304,356477056.35999995,0.0
pid,pre,7.212052977334667,14.786191450629987,3.2596246993928406,1.0,0.0625,-5.471677676727508,356477056.35999995,0.0
pid,fault,15.442715000294879,24.432565541384083,3.2596656797101677,1.0,0.0,-13.702380680005048,356477056.35999995,0.0
pid,post,16.120760278735524,25.574307963100352,3.259783094721714,1.0,0.0,-14.380543373457241,356477056.35999995,0.0
agentic,pre,6.409874240567181,14.349507309379954,3.686199306938824,1.0,0.10833333333333334,-5.0960735475060055,356477056.35999995,0.0
agentic,fault,14.503712381532207,24.721735176062385,3.7929775826258054,1.0,0.0,-13.296689964158013,356531558.9539203,3.672923957447795
agentic,post,15.299635323468157,25.2206681249944,4.068675228053686,1.0,0.0,-14.368310551521843,356477056.35999995,0.0
