controller,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,agentic_active_rate,agentic_ref_shift_mean,supervisor_active_rate,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold_rate,throughput_ratio,latency_proxy,control_overhead,task_reassign_rate,task_cost_mean,alive_ratio,failed_count,task_completion_proxy,system_utility,mean_err_m,max_err_m
openloop,47.98710117223697,620.3464902499321,47.98710117223697,620.3464902499321,29.457263853063964,0.29637152777777775,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15814075029282582,inf,0.14364583333333333,0.0,47.98710117223697,1.0,0.0,0.0025434027777777777,-75.96250738641201,47.98710117223697,620.3464902499321
pid,42.53427233867954,381.50677248762145,42.53427233867954,381.50677248762145,20.641875482068613,0.34930555555555554,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.20206750830576653,inf,0.16392939814814814,0.0,42.53427233867954,1.0,0.0,0.002248263888888889,-61.42962004297039,42.53427233867954,381.50677248762145
agentic,35.010707558810346,376.09896666153605,35.03620080700485,376.2789665907543,16.87273154032621,0.4331857638888889,0.005052083333333333,1.6707953456869185,0.845,2.3833333333333333,0.04257360063047262,0.9305416666666667,0.7766458333333334,0.14916666666666667,0.24447193493528543,inf,0.2178587962962963,0.004756944444444445,35.010707558810346,1.0,0.0,0.004800347222222222,-49.71751027969212,35.010707558810346,376.09896666153605
