controller,wind_phase,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility,control_effort,control_smoothness
openloop,0.0,18.876340192328378,34.84133616156015,8.571653636763326,0.7578125,0.0015625,-23.658931329091708,382792600.9010459,321.41641698329767
openloop,1.0,35.51542895646178,69.62457251239222,9.829373121250693,0.5777777777777777,0.0,-42.45591318882359,1016210439.2326157,12227.604673177333
openloop,2.0,60.87056000300262,99.33637922124306,22.4972369365593,0.1975,0.0,-82.38029693956193,1038107095.3073609,11679.449687674543
pid,0.0,13.58061702805111,25.573769696839857,3.188522109158265,1.0,0.015625,-11.769139137209375,383727237.71316814,385.7258636240209
pid,1.0,33.83079063160391,69.97388143220775,7.69654984634553,0.8333333333333334,0.0,-37.36067381128277,874656433.8655605,11542.454767438194
pid,2.0,56.99186876275852,87.35696470913356,12.343099312309125,0.5560416666666667,0.0,-66.5547597417343,903730917.0598134,12040.826817849758
agentic,0.0,12.694980316895778,25.223081674694427,3.8212800547349937,1.0,0.038802083333333334,-11.516260371630773,380998353.6929868,351.0419171503029
agentic,1.0,24.212821857036843,48.22839265051685,7.872604794258956,0.8194444444444444,0.0,-27.988204429073576,890233367.1618003,12243.710019889586
agentic,2.0,45.286112185807525,79.92907340045267,19.943803092712667,0.73625,0.0,-61.54866527852019,886450082.836548,12076.512481010916
