controller,wind_phase,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility,control_effort,control_smoothness
openloop,0.0,15.229184117158448,27.721582206925454,5.801997945970053,0.8279166666666666,0.005017361111111111,-16.891598729795167,365299195.9623373,94.34239374017764
pid,0.0,13.07651930674152,24.87347378133635,3.3232040614805287,1.0,0.021406249999999998,-11.399723368222048,364138319.6361054,115.18226946655568
agentic,0.0,13.103608402190684,24.280158861678494,3.314309670709213,1.0,0.02763888888888889,-11.417918072899898,364012646.0882884,114.05285880447859
