case_study,controller,seed,mean_tracking_error_m,max_tracking_error_m,rmse_m,formation_error_rel,connectivity_rate,throughput_ratio,control_overhead,control_effort,control_smoothness,task_completion_proxy,system_utility,alive_ratio,steady_state_error_m,error_variance,pre_fault_error_m,fault_window_error_m,post_fault_error_m,peak_fault_error_m,connectivity_pre,connectivity_fault,connectivity_post,control_effort_pre,control_effort_fault,control_effort_post,control_smoothness_pre,control_smoothness_fault,control_smoothness_post,post_vs_pre_error_degradation_pct,connectivity_retention_pct,recovery_time_s
case_study_1,pid,5,15.372095156172,51.34622794377364,16.77259442073343,9.37893343369078,0.6125,0.3932329882415642,0.3368686868686868,759807668.9969953,9141.973128718993,0.002556818181818182,-21.688528589862777,1.0,24.691334156388773,45.0186141120116,,,,,,,,,,,,,,,,
case_study_1,pid,6,36.301698874716,187.21392326735003,41.07565096738929,16.246981935783392,0.5110795454545455,0.3381428207559071,0.27316919191919187,882732688.9903104,10768.85495168924,0.0,-49.99328308322667,1.0,59.89570048477078,369.39576120423135,,,,,,,,,,,,,,,,
case_study_1,pid,7,27.22673080300589,74.81530415706463,28.46571126421197,16.939815234929394,0.36922348484848483,0.18393277677216294,0.18314393939393936,905307853.3127596,11452.840472363237,0.0010416666666666667,-42.32042861369286,1.0,36.501568203610745,69.00184755813453,,,,,,,,,,,,,,,,
case_study_1,pid,8,27.36406058423487,87.60220596886116,28.760978758463995,15.009039953609863,0.4354166666666667,0.18260053822374217,0.18503787878787875,878062558.7173349,9953.908767360605,0.007102272727272727,-40.196017204511406,1.0,31.76873221663238,78.40208748714072,,,,,,,,,,,,,,,,
case_study_1,pid,9,27.251776635050383,70.84622650201507,28.992047089488402,15.157188803845946,0.38948863636363634,0.24505207289425207,0.169570707070707,897913383.6449101,10753.105094823028,0.002840909090909091,-40.46152225707815,1.0,37.199943717624535,97.87946467243482,,,,,,,,,,,,,,,,
case_study_1,pid,10,32.85079131275124,112.66115042379292,37.03543546927885,15.807097516479867,0.4796401515151515,0.1631181607852016,0.21584595959595956,872958453.9028273,10832.93162827875,0.0,-46.259688071655354,1.0,57.18573518723056,292.4489905251855,,,,,,,,,,,,,,,,
case_study_1,agentic,1,36.57617180952731,189.2154446470581,39.47352793053342,25.281987504665246,0.215625,0.08505164824092946,0.11287878787878786,913359418.8629907,10533.640519307664,0.0004734848484848485,-60.78003431419255,1.0,52.577329193652155,220.34306304254198,,,,,,,,,,,,,,,,
case_study_1,agentic,2,34.47158062247989,134.8578806207186,37.41249159041166,18.472706442242814,0.4213068181818182,0.26832719389149284,0.22645202020202018,887593722.1254873,10447.010116516485,0.0020833333333333333,-50.83775297381361,1.0,54.1557128132118,211.40465639049222,,,,,,,,,,,,,,,,
case_study_1,agentic,3,34.40790391900665,82.12109876432508,36.7926346219133,15.834490920482768,0.41581439393939396,0.15537473152016146,0.1742424242424242,859889135.1850529,10760.484749902716,0.0015151515151515152,-48.16332286979246,1.0,49.19605073828834,169.79411032201992,,,,,,,,,,,,,,,,
case_study_1,agentic,4,48.094561478261426,163.4429984416117,55.94754779247109,18.516523015074213,0.33835227272727275,0.24159190371447986,0.18358585858585857,897164578.0202506,10685.170795995336,0.0,-64.91932312969928,1.0,86.6356852102056,817.0412602045693,,,,,,,,,,,,,,,,
