t_s,active_faults,dropout_agent_id,sensor_bad_agent_id,comm_scale
38.854166666666664,,,,1.0
38.875,,,,1.0
38.895833333333336,,,,1.0
38.916666666666664,,,,1.0
38.9375,,,,1.0
38.958333333333336,,,,1.0
38.979166666666664,,,,1.0
39.0,,,,1.0
39.020833333333336,,,,1.0
39.041666666666664,,,,1.0
39.0625,,,,1.0
39.083333333333336,,,,1.0
39.104166666666664,,,,1.0
39.125,,,,1.0
39.145833333333336,,,,1.0
39.166666666666664,,,,1.0
39.1875,,,,1.0
39.208333333333336,,,,1.0
39.229166666666664,,,,1.0
39.25,,,,1.0
39.270833333333336,,,,1.0
39.291666666666664,,,,1.0
39.3125,,,,1.0
39.333333333333336,,,,1.0
39.354166666666664,,,,1.0
39.375,,,,1.0
39.395833333333336,,,,1.0
39.416666666666664,,,,1.0
39.4375,,,,1.0
39.458333333333336,,,,1.0
39.479166666666664,,,,1.0
39.5,,,,1.0
39.520833333333336,,,,1.0
39.541666666666664,,,,1.0
39.5625,,,,1.0
39.583333333333336,,,,1.0
39.604166666666664,,,,1.0
39.625,,,,1.0
39.645833333333336,,,,1.0
39.666666666666664,,,,1.0
39.6875,,,,1.0
39.708333333333336,,,,1.0
39.729166666666664,,,,1.0
39.75,,,,1.0
39.770833333333336,,,,1.0
39.791666666666664,,,,1.0
39.8125,,,,1.0
39.833333333333336,,,,1.0
39.854166666666664,,,,1.0
39.875,,,,1.0
39.895833333333336,,,,1.0
39.916666666666664,,,,1.0
39.9375,,,,1.0
39.958333333333336,,,,1.0
39.979166666666664,,,,1.0
40.0,,,,1.0
40.020833333333336,,,,1.0
40.041666666666664,,,,1.0
40.0625,,,,1.0
40.083333333333336,,,,1.0
40.104166666666664,,,,1.0
40.125,,,,1.0
40.145833333333336,,,,1.0
40.166666666666664,,,,1.0
40.1875,,,,1.0
40.208333333333336,,,,1.0
40.229166666666664,,,,1.0
40.25,,,,1.0
40.270833333333336,,,,1.0
40.291666666666664,,,,1.0
40.3125,,,,1.0
40.333333333333336,,,,1.0
40.354166666666664,,,,1.0
40.375,,,,1.0
40.395833333333336,,,,1.0
40.416666666666664,,,,1.0
40.4375,,,,1.0
40.458333333333336,,,,1.0
40.479166666666664,,,,1.0
40.5,,,,1.0
40.520833333333336,,,,1.0
40.541666666666664,,,,1.0
40.5625,,,,1.0
40.583333333333336,,,,1.0
40.604166666666664,,,,1.0
40.625,,,,1.0
40.645833333333336,,,,1.0
40.666666666666664,,,,1.0
40.6875,,,,1.0
40.708333333333336,,,,1.0
40.729166666666664,,,,1.0
40.75,,,,1.0
40.770833333333336,,,,1.0
40.791666666666664,,,,1.0
40.8125,,,,1.0
40.833333333333336,,,,1.0
40.854166666666664,,,,1.0
40.875,,,,1.0
40.895833333333336,,,,1.0
40.916666666666664,,,,1.0
40.9375,,,,1.0
40.958333333333336,,,,1.0
40.979166666666664,,,,1.0
41.0,,,,1.0
41.020833333333336,,,,1.0
41.041666666666664,,,,1.0
41.0625,,,,1.0
41.083333333333336,,,,1.0
41.104166666666664,,,,1.0
41.125,,,,1.0
41.145833333333336,,,,1.0
41.166666666666664,,,,1.0
41.1875,,,,1.0
41.208333333333336,,,,1.0
41.229166666666664,,,,1.0
41.25,,,,1.0
41.270833333333336,,,,1.0
41.291666666666664,,,,1.0
41.3125,,,,1.0
41.333333333333336,,,,1.0
41.354166666666664,,,,1.0
41.375,,,,1.0
41.395833333333336,,,,1.0
41.416666666666664,,,,1.0
41.4375,,,,1.0
41.458333333333336,,,,1.0
41.479166666666664,,,,1.0
41.5,,,,1.0
41.520833333333336,,,,1.0
41.541666666666664,,,,1.0
41.5625,,,,1.0
41.583333333333336,,,,1.0
41.604166666666664,,,,1.0
41.625,,,,1.0
41.645833333333336,,,,1.0
41.666666666666664,,,,1.0
41.6875,,,,1.0
41.708333333333336,,,,1.0
41.729166666666664,,,,1.0
41.75,,,,1.0
41.770833333333336,,,,1.0
41.791666666666664,,,,1.0
41.8125,,,,1.0
41.833333333333336,,,,1.0
41.854166666666664,,,,1.0
41.875,,,,1.0
41.895833333333336,,,,1.0
41.916666666666664,,,,1.0
41.9375,,,,1.0
41.958333333333336,,,,1.0
41.979166666666664,,,,1.0
42.0,,,,1.0
42.020833333333336,,,,1.0
42.041666666666664,,,,1.0
42.0625,,,,1.0
42.083333333333336,,,,1.0
42.104166666666664,,,,1.0
42.125,,,,1.0
42.145833333333336,,,,1.0
42.166666666666664,,,,1.0
42.1875,,,,1.0
42.208333333333336,,,,1.0
42.229166666666664,,,,1.0
42.25,,,,1.0
42.270833333333336,,,,1.0
42.291666666666664,,,,1.0
42.3125,,,,1.0
42.333333333333336,,,,1.0
42.354166666666664,,,,1.0
42.375,,,,1.0
42.395833333333336,,,,1.0
42.416666666666664,,,,1.0
42.4375,,,,1.0
42.458333333333336,,,,1.0
42.479166666666664,,,,1.0
42.5,,,,1.0
42.520833333333336,,,,1.0
42.541666666666664,,,,1.0
42.5625,,,,1.0
42.583333333333336,,,,1.0
42.604166666666664,,,,1.0
42.625,,,,1.0
42.645833333333336,,,,1.0
42.666666666666664,,,,1.0
42.6875,,,,1.0
42.708333333333336,,,,1.0
42.729166666666664,,,,1.0
42.75,,,,1.0
42.770833333333336,,,,1.0
42.791666666666664,,,,1.0
42.8125,,,,1.0
42.833333333333336,,,,1.0
42.854166666666664,,,,1.0
42.875,,,,1.0
42.895833333333336,,,,1.0
42.916666666666664,,,,1.0
42.9375,,,,1.0
42.958333333333336,,,,1.0
42.979166666666664,,,,1.0
43.0,,,,1.0
43.020833333333336,,,,1.0
43.041666666666664,,,,1.0
43.0625,,,,1.0
43.083333333333336,,,,1.0
43.104166666666664,,,,1.0
43.125,,,,1.0
43.145833333333336,,,,1.0
43.166666666666664,,,,1.0
43.1875,,,,1.0
43.208333333333336,,,,1.0
43.229166666666664,,,,1.0
43.25,,,,1.0
43.270833333333336,,,,1.0
43.291666666666664,,,,1.0
43.3125,,,,1.0
43.333333333333336,,,,1.0
43.354166666666664,,,,1.0
43.375,,,,1.0
43.395833333333336,,,,1.0
43.416666666666664,,,,1.0
43.4375,,,,1.0
43.458333333333336,,,,1.0
43.479166666666664,,,,1.0
43.5,,,,1.0
